dlvry93655,cust45759,vend95387,6
dlvry86974,cust20351,vend20919,6
dlvry63788,cust29383,vend4536,6
dlvry87870,cust29158,vend67893,6
dlvry75178,cust67911,vend68280,6
dlvry48790,cust33140,vend7609,6
dlvry58667,cust87333,vend31311,6
dlvry64646,cust60646,vend66361,6
dlvry45395,cust36095,vend11311,6
dlvry93845,cust45489,vend94599,6
dlvry58862,cust60153,vend59818,6
dlvry29052,cust99824,vend90737,6
dlvry83572,cust37128,vend68528,6
dlvry80587,cust55357,vend31311,6
dlvry45763,cust32641,vend91273,6
dlvry10999,cust1640,vend98939,6
dlvry23498,cust23498,vend94994,6
dlvry83890,cust22371,vend29592,6
dlvry84226,cust78703,vend83390,6
dlvry43443,cust64527,vend27986,6
dlvry72665,cust67683,vend72654,6
dlvry63955,cust92320,vend79158,6
dlvry83545,cust17359,vend99151,6
dlvry38591,cust11444,vend94539,6
dlvry56639,cust71422,vend86358,6
dlvry83562,cust49218,vend55821,6
dlvry63225,cust2434,vend26964,6
dlvry18642,cust26274,vend43768,6
dlvry49202,cust92869,vend23729,6
dlvry12688,cust57157,vend6816,6
dlvry37456,cust63681,vend43699,6
dlvry94893,cust12359,vend60676,6
dlvry60646,cust21868,vend25053,6
dlvry45993,cust61556,vend59422,6
dlvry17129,cust17337,vend98472,6
dlvry38771,cust97857,vend84543,6
dlvry81687,cust68682,vend31991,6
dlvry84743,cust52936,vend57399,6
dlvry57299,cust78703,vend4394,6
dlvry64346,cust17364,vend98246,6
dlvry94319,cust44104,vend9297,6
dlvry71115,cust62814,vend62882,6
dlvry17211,cust14992,vend66361,6
dlvry84223,cust42583,vend42583,6
dlvry44134,cust41224,vend42134,6
dlvry11011,cust93645,vend9798,6
dlvry58863,cust92942,vend93617,6
dlvry68351,cust39320,vend36345,6
dlvry47961,cust48202,vend54076,6
dlvry62452,cust90860,vend57497,6
dlvry69264,cust3988,vend97740,6
dlvry68131,cust75306,vend67639,6
dlvry10773,cust16019,vend73045,6
dlvry64247,cust4002,vend48199,6
dlvry83572,cust79450,vend85109,6
dlvry91887,cust85301,vend92496,6
dlvry17258,cust91131,vend90156,6
dlvry46155,cust84531,vend43020,6
dlvry89233,cust41238,vend12102,6
dlvry83572,cust75836,vend57442,6
dlvry93958,cust4045,vend54076,6
dlvry85918,cust55165,vend3294,6
dlvry78253,cust81777,vend6816,6
dlvry10594,cust30842,vend5345,6
dlvry83878,cust49218,vend6816,6
dlvry93645,cust962,vend4515,6
dlvry62458,cust56775,vend45300,6
dlvry50671,cust96787,vend6816,6
dlvry83957,cust59423,vend73899,6
dlvry1431,cust34882,vend6299,6
dlvry69168,cust72455,vend65528,6
dlvry58667,cust6663,vend79219,6
dlvry13559,cust47961,vend47051,6
dlvry38962,cust43104,vend8354360,6
dlvry30478,cust22486,vend97643,6
dlvry47961,cust80189,vend67364,6
dlvry80644,cust59657,vend72230,6
dlvry17997,cust77683,vend38837,6
dlvry1447,cust39318,vend27158,6
dlvry63885,cust29476,vend36288,6
dlvry89151,cust94515,vend19951,6
dlvry84226,cust32444,vend46642,6
dlvry78763,cust83390,vend33347,6
dlvry18989,cust92305,vend98939,6
dlvry93386,cust61284,vend51625,6
dlvry92335,cust61284,vend83362,6
dlvry37301,cust97857,vend11871,6
dlvry89112,cust9297,vend19891,6
dlvry46252,cust84413,vend65528,6
dlvry69297,cust63645,vend14128,6
dlvry23674,cust35673,vend89603,6
dlvry89626,cust42129,vend27443,6
dlvry49071,cust78727,vend85821,6
dlvry17129,cust10773,vend78886,6
dlvry29158,cust28161,vend37884,6
dlvry83572,cust37483,vend38395,6
dlvry67605,cust70516,vend6456,6
dlvry45389,cust4345,vend90067,6
dlvry60646,cust16091,vend98919,6
dlvry86775,cust79450,vend3288,6
dlvry76663,cust98000,vend14128,6
dlvry50672,cust71205,vend71205,6
dlvry45389,cust3611,vend73496,6
dlvry89707,cust28491,vend51911,6
dlvry18579,cust38209,vend85339,6
dlvry50274,cust69032,vend51734,6
dlvry81149,cust56439,vend79287,6
dlvry17166,cust12019,vend7646,6
dlvry93878,cust49218,vend17145,6
dlvry75562,cust2190,vend54994,6
dlvry60266,cust20351,vend47553,6
dlvry81101,cust54963,vend71851,6
dlvry69211,cust74415,vend71868,6
dlvry80374,cust58458,vend57934,6
dlvry58324,cust91131,vend93672,6
dlvry70,cust45691,vend54700,6
dlvry18477,cust81930,vend89287,6
dlvry74497,cust48552,vend90091,6
dlvry4936,cust31151,vend31134,6
dlvry17211,cust65903,vend26551,6
dlvry45861,cust49218,vend54076,6
dlvry64646,cust32977,vend98278,6
dlvry78763,cust83390,vend67765,6
dlvry64698,cust35299,vend1703,6
dlvry17297,cust6682,vend85449,6
dlvry45395,cust36095,vend54093,6
dlvry80999,cust17269,vend66114,6
dlvry67270,cust77160,vend28353,6
dlvry88120,cust41238,vend36697,6
dlvry37301,cust74311,vend71851,6
dlvry48555,cust43033,vend8200,6
dlvry75562,cust71205,vend42403,6
dlvry44450,cust62689,vend27053,6
dlvry9336,cust96775,vend50460,6
dlvry50274,cust69032,vend7609,6
dlvry10648,cust92013,vend65752,6
dlvry18346,cust8333,vend19990,6
dlvry64667,cust75096,vend31987,6
dlvry96633,cust72558,vend62959,6
dlvry11155,cust83984,vend83971,6
dlvry72665,cust61351,vend61366,6
dlvry63730,cust49232,vend43926,6
dlvry18339,cust39881,vend63958,6
dlvry96787,cust6792,vend62966,6
dlvry70600,cust60506,vend45474,6
dlvry47479,cust48180,vend53096,6
dlvry46225,cust72575,vend72558,6
dlvry23985,cust28161,vend76622,6
dlvry87870,cust19186,vend38774,6
dlvry10298,cust39320,vend61990,6
dlvry57485,cust77160,vend98718,6
dlvry66282,cust83860,vend65528,6
dlvry68230,cust69801,vend71868,6
dlvry5276,cust16547,vend65210,6
dlvry58425,cust70914,vend98828,6
dlvry38496,cust73969,vend38276,6
dlvry59217,cust60499,vend93893,6
dlvry71919,cust2434,vend54316,6
dlvry48122,cust97053,vend11644,6
dlvry6483,cust87028,vend68251,6
dlvry29383,cust94531,vend69143,6
dlvry84678,cust31208,vend36697,6
dlvry46234,cust9361,vend56437,6
dlvry84270,cust37157,vend35596,6
dlvry57219,cust27671,vend41023,6
dlvry58100,cust7156,vend92447,6
dlvry46234,cust82375,vend81587,6
dlvry84000,cust62635,vend25600,6
dlvry37453,cust80170,vend95105,6
dlvry66752,cust8333,vend14795,6
dlvry45149,cust40260,vend44215,6
dlvry39666,cust41501,vend41022,6
dlvry57666,cust77160,vend27056,6
dlvry13372,cust54813,vend81747,6
dlvry9354,cust98953,vend42621,6
dlvry93943,cust723,vend20282,6
dlvry29162,cust51012,vend75920,6
dlvry37301,cust93432,vend55408,6
dlvry43170,cust81777,vend42921,6
dlvry18642,cust69848,vend91273,6
dlvry98668,cust1587,vend97460,6
dlvry48323,cust1001,vend97741,6
dlvry62456,cust49232,vend98478,6
dlvry87230,cust2161,vend97387,6
dlvry50274,cust69032,vend52555,6
dlvry49672,cust28262,vend53096,6
dlvry17172,cust90323,vend2598,6
dlvry9338,cust99465,vend56816,6
dlvry78694,cust83984,vend54193,6
dlvry81101,cust44007,vend33778,6
dlvry84784,cust48166,vend29312,6
dlvry6349,cust35901,vend96279,6
dlvry81431,cust81405,vend7905,6
dlvry57803,cust77160,vend27755,6
dlvry57491,cust27488,vend18756,6
dlvry89604,cust51049,vend90657,6
dlvry17997,cust57792,vend74638,6
dlvry67605,cust36614,vend94499,6
dlvry37951,cust36304,vend29576,6
dlvry45389,cust94474,vend75513,6
dlvry48962,cust62635,vend26378,6
dlvry93410,cust59299,vend23744,6
dlvry58324,cust10133,vend62990,6
dlvry43443,cust34316,vend98294,6
dlvry93652,cust24236,vend35672,6
dlvry13383,cust68243,vend52555,6
dlvry43102,cust5381,vend29796,6
dlvry9336,cust99574,vend26637,6
dlvry11369,cust45860,vend2942,6
dlvry72451,cust36782,vend40102,6
dlvry88448,cust71205,vend96146,6
dlvry73970,cust59299,vend60441,6
dlvry84531,cust89112,vend68529,6
dlvry92864,cust5202,vend5202,6
dlvry94735,cust87799,vend6117,6
dlvry59237,cust62932,vend75504,6
dlvry98267,cust8670,vend61728,6
dlvry64250,cust4002,vend95329,6
dlvry38002,cust61085,vend61085,6
dlvry59217,cust62932,vend2088,6
dlvry78895,cust17249,vend45489,6
dlvry84226,cust67280,vend94994,6
dlvry30997,cust41260,vend44291,6
dlvry17278,cust91131,vend52304,6
dlvry47704,cust80156,vend90771,6
dlvry90771,cust54962,vend71851,6
dlvry45653,cust34619,vend96639,6
dlvry68351,cust62458,vend90777,6
dlvry17144,cust10773,vend8984,6
dlvry49071,cust78727,vend6643,6
dlvry23647,cust29029,vend16625,6
dlvry94515,cust5202,vend59814,6
dlvry5131,cust16547,vend10975,6
dlvry89310,cust88304,vend58534,6
dlvry82857,cust82747,vend22,6
dlvry29259,cust75218,vend38279,6
dlvry82835,cust78333,vend32735,6
dlvry13372,cust68969,vend54076,6
dlvry96353,cust6798,vend71816,6
dlvry87870,cust53779,vend36040,6
dlvry10896,cust16169,vend75567,6
dlvry63321,cust30968,vend31082,6
dlvry73474,cust36209,vend59237,6
dlvry59237,cust64294,vend23611,6
dlvry88191,cust48554,vend57047,6
dlvry89796,cust11123,vend41224,6
dlvry72346,cust92370,vend9193,6
dlvry70455,cust61518,vend46642,6
dlvry93730,cust44277,vend9403,6
dlvry96313,cust17381,vend31368,6
dlvry58652,cust70914,vend53577,6
dlvry30207,cust41281,vend69259,6
dlvry93482,cust43611,vend34568,6
dlvry59291,cust64294,vend86331,6
dlvry82336,cust30968,vend91447,6
dlvry23795,cust96325,vend26375,6
dlvry67102,cust8443,vend43922,6
dlvry64667,cust43860,vend48396,6
dlvry30332,cust56444,vend72416,6
dlvry38002,cust83066,vend83071,6
dlvry17163,cust18810,vend82641,6
dlvry44450,cust62689,vend2660,6
dlvry73885,cust69017,vend38395,6
dlvry98585,cust85835,vend27295,6
dlvry23985,cust2190,vend90572,6
dlvry62451,cust26098,vend67389,6
dlvry71569,cust81747,vend18168,6
dlvry59397,cust70401,vend91624,6
dlvry93860,cust39309,vend79213,6
dlvry11351,cust36095,vend11311,6
dlvry68682,cust84747,vend42622,6
dlvry66886,cust36307,vend75504,6
dlvry84476,cust54855,vend56129,6
dlvry15471,cust475,vend80620,6
dlvry90764,cust80716,vend4168,6
dlvry62456,cust36697,vend9481,6
dlvry10267,cust41292,vend13409,6
dlvry15341,cust31586,vend10070,6
dlvry58689,cust10351,vend73031,6
dlvry87874,cust64331,vend8984,6
dlvry98591,cust1514,vend61786,6
dlvry58673,cust74574,vend74574,6
dlvry11155,cust54532,vend95146,6
dlvry78496,cust66695,vend63888,6
dlvry13761,cust68669,vend62966,6
dlvry38209,cust61518,vend46642,6
dlvry90728,cust59102,vend79288,6
dlvry66433,cust59423,vend62967,6
dlvry59269,cust60269,vend23742,6
dlvry83524,cust79203,vend55821,6
dlvry66752,cust14814,vend23764,6
dlvry8047,cust65164,vend66361,6
dlvry93745,cust35145,vend33495,6
dlvry73570,cust17646,vend64875,6
dlvry1415,cust39318,vend36607,6
dlvry57491,cust62715,vend26551,6
dlvry78253,cust66656,vend14795,6
dlvry78691,cust31208,vend26809,6
dlvry49211,cust72957,vend14457,6
dlvry98591,cust18756,vend97554,6
dlvry52746,cust61351,vend61366,6
dlvry43131,cust37168,vend96619,6
dlvry81452,cust97983,vend68252,6
dlvry78763,cust83390,vend83390,6
dlvry39202,cust59237,vend78029,6
dlvry47415,cust41501,vend41574,6
dlvry72660,cust43768,vend30814,6
dlvry57491,cust21584,vend64594,6
dlvry37374,cust31403,vend56737,6
dlvry85301,cust37018,vend38395,6
dlvry96353,cust55247,vend16107,6
dlvry66886,cust67337,vend50925,6
dlvry9338,cust9338,vend17054,6
dlvry48707,cust51322,vend58316,6
dlvry94742,cust50122,vend67893,6
dlvry84547,cust64346,vend19990,6
dlvry11351,cust59002,vend61366,6
dlvry92340,cust55003,vend90035,6
dlvry15482,cust71205,vend71241,6
dlvry94496,cust52272,vend2298,6
dlvry88380,cust59140,vend23764,6
dlvry93800,cust49232,vend73893,6
dlvry81149,cust61284,vend83362,6
dlvry43643,cust34619,vend27609,6
dlvry2219,cust47559,vend90572,6
dlvry13688,cust14814,vend19990,6
dlvry72665,cust91415,vend16020,6
dlvry47415,cust41501,vend65914,6
dlvry67278,cust20777,vend71868,6
