dlvry83940,cust40649,vend60441,6
dlvry96353,cust28130,vend42921,6
dlvry73469,cust35299,vend32011,6
dlvry67605,cust38571,vend60441,6
dlvry54776,cust43611,vend45112,6
dlvry9336,cust99272,vend56816,6
dlvry13762,cust14814,vend32735,6
dlvry92375,cust84310,vend96177,6
dlvry89386,cust17747,vend11430,6
dlvry8928,cust14415,vend12027,6
dlvry44450,cust62654,vend27295,6
dlvry92927,cust45769,vend99760,6
dlvry83562,cust79287,vend59818,6
dlvry62458,cust21322,vend97650,6
dlvry71792,cust29694,vend67768,6
dlvry93665,cust20825,vend15573,6
dlvry59217,cust94027,vend31642,6
dlvry70600,cust48424,vend12192,6
dlvry98585,cust55654,vend2837,6
dlvry60490,cust45147,vend31313,6
dlvry93499,cust5404,vend41513,6
dlvry8020,cust58100,vend72221,6
dlvry85219,cust55165,vend60989,6
dlvry58642,cust97058,vend2640,6
dlvry49243,cust77555,vend34875,6
dlvry70600,cust60593,vend90070,6
dlvry96662,cust28076,vend26992,6
dlvry70006,cust59237,vend6299,6
dlvry18168,cust91131,vend90156,6
dlvry47415,cust41574,vend17054,6
dlvry37480,cust96439,vend14128,6
dlvry43011,cust5679,vend26427,6
dlvry56444,cust29440,vend64441,6
dlvry76472,cust26310,vend44212,6
dlvry8188,cust18249,vend91928,6
dlvry98648,cust57935,vend42084,6
dlvry84135,cust78527,vend59811,6
dlvry4485,cust63899,vend585,6
dlvry6035,cust66800,vend7603,6
dlvry10298,cust93958,vend38395,6
dlvry49237,cust31134,vend80208,6
dlvry49236,cust31151,vend31134,6
dlvry47003,cust31495,vend69259,6
dlvry78454,cust6461,vend66114,6
dlvry80587,cust45625,vend31313,6
dlvry93890,cust37128,vend38395,6
dlvry82749,cust23656,vend65216,6
